类别,尺度,loss,Epoch0,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Epoch16
,,loss:,49850.82696123545,38350.670195559505,33527.27994684059,30920.64863713533,27203.615844218606,25613.18670213387,23237.020847805292,22445.247915410437,20872.89789432691,18345.741861746657,18645.09433716386,16387.495163103507,15694.949292569247,14516.494088547168,14647.099270030629,13621.290800532175,12938.620103856505
,,loss变化:,1.0,0.7693086059611691,0.6725521318414992,0.6202635045789625,0.5457003926007573,0.5137966261231928,0.4661311008115202,0.4502482563200829,0.4187071542575995,0.36801278895558764,0.3740177540417231,0.3287306582867041,0.3148382935507532,0.29119866155551144,0.2938185816139094,0.273241019875643,0.2595467496239875
,,mean:,172.49421093853095,132.7012809534931,130.45634220560538,120.31380792659662,105.8506453082436,99.66220506666875,90.41642353231632,87.33559500159703,81.21750153434596,71.38420957878077,72.54900520297222,63.76457261907979,61.06984160532781,56.484412795903374,56.992604163543305,53.00113151958045,50.34482530683465
pottedplant,L,AP:,,0.155,0.331,0.369,0.439,0.374,0.399,0.479,0.481,0.501,0.501,0.567,0.501,0.553,0.487,0.55,0.483
,,loss:,38407.241142679646,31630.8291330939,33231.21354394404,29679.16769649638,26295.347924908427,24071.848824586457,22303.00162423868,20147.922208740034,18483.78245630787,17240.45505084022,16271.721884549253,14744.678517233917,14656.801996879789,13158.556022244993,12724.68740282518,11643.52476228509,11698.376200971294
,,loss变化:,1.0,0.8235642079989044,0.8652330278161062,0.7727492736653692,0.6846455809523896,0.626752875458083,0.580697830947683,0.5245865521528144,0.4812577500071453,0.4488855366307981,0.4236628667000888,0.38390360980260685,0.38161559020683133,0.34260612402130297,0.3313095922603252,0.30315962344263103,0.3045877770161314
,,mean:,193.9759653670689,159.75166228835303,145.7509365962458,130.171788142528,115.33047335486152,105.57828431836165,97.82018256245036,88.36807986289489,81.06922129959591,75.61603092473781,71.36720124802304,64.669642619447,64.28421928456048,57.712965009846464,55.810032468531496,51.0680910626539,51.30866754811971
bird,L,AP:,,0.464,0.652,0.761,0.817,0.783,0.766,0.852,0.853,0.899,0.881,0.881,0.864,0.84,0.835,0.858,0.887
,,loss:,36269.580755715986,27392.20776077251,25684.514624271007,22563.453908624804,19902.207803206667,17592.776512478493,16325.65688283787,14992.931703405719,13628.171515902459,12682.302036865221,11916.116435435726,10626.137922369866,10417.685978201314,9146.178272438225,8902.958702352089,8673.657816271574,7833.4887636644635
,,loss变化:,1.0,0.755239161579103,0.7081558178811647,0.6221040728481226,0.5487300208197232,0.4850559655202499,0.4501198123241331,0.41337482791396407,0.37574659623697737,0.34966773181866806,0.3285429880122829,0.29297658536334803,0.2872292913548363,0.2521721531340505,0.24546626999400878,0.23914414326128186,0.21597957849099003
,,mean:,170.27972185782153,128.601914369824,113.64829479765932,99.83829163108321,88.06286638587021,77.8441438605243,72.23741983556579,66.34040576728194,60.3016438756746,56.1163806940939,52.7261789178572,47.018309391017105,46.095955655758026,40.46981536477091,39.39362257677915,38.37901688615741,34.66145470647993
sofa,L,AP:,,0.378,0.279,0.297,0.452,0.418,0.516,0.55,0.55,0.471,0.462,0.497,0.485,0.459,0.51,0.417,0.454
,,loss:,35525.664207316244,27873.098430136975,26913.1385403663,25403.60280427409,23751.150728179575,22240.97491609784,21302.72191396899,20927.232211322662,19015.154912905327,18333.08816890053,17464.159643992436,16636.90706982548,15930.507246381845,15194.9111804441,14498.822444983678,13840.51428438485,13753.870054639932
,,loss变化:,1.0,0.784590494001143,0.7575689052092021,0.7150774903468915,0.6685631713900004,0.6260537392434588,0.5996431703473079,0.5890736367150837,0.5352512145005666,0.516051946612865,0.4915927691619577,0.4683067140627658,0.44842250248768256,0.42771645568036476,0.4081224874607061,0.38959199196434735,0.38715307261749743
,,mean:,168.36807681192533,132.09999255989086,125.17738855984327,118.15629211290275,110.47046850316082,103.4463949585946,99.08242750683252,97.33596377359378,88.44258099025734,85.2701775297699,81.22864950694157,77.38096311546735,74.09538254131091,70.67400549043768,67.43638346504036,64.37448504365047,63.971488626232244
horse,L,AP:,,0.476,0.559,0.76,0.577,0.651,0.8,0.643,0.78,0.741,0.811,0.751,0.732,0.83,0.753,0.711,0.838
,,loss:,31176.169395880777,24372.8432194801,22452.482092694932,20181.792117209065,18506.03411839298,17205.123061119175,16393.316317646553,15222.267933722133,14087.136207283254,13509.078556006203,12528.199845842992,11516.915172018309,11361.600943138706,10430.561299580824,9982.398478626405,9652.204490708675,9144.053206917444
,,loss变化:,1.0,0.7817779955577357,0.7201809115029224,0.6473467558164997,0.5935955082678673,0.5518677693415548,0.5258284335538848,0.4882661413731415,0.4518559040529382,0.43331425309073157,0.4018518018284283,0.36941405551703255,0.36443223023544014,0.33456840598765103,0.32019323323106375,0.30960200299604457,0.2933026534082671
,,mean:,158.2546669841664,123.72001634253857,112.82654317937151,101.4160407899953,92.99514632358282,86.45790482974459,82.37847395802288,76.49380871217151,70.78962918232791,67.88481686435279,62.95577811981403,57.8739455880317,57.0934720760739,52.4148809024162,50.16280642525832,48.50354015431495,45.95001611516304
cat,L,AP:,,0.728,0.747,0.787,0.672,0.675,0.778,0.87,0.804,0.866,0.877,0.824,0.89,0.871,0.904,0.843,0.835
,,loss:,29941.7471033782,22548.90767509726,20182.09934889703,18127.704591752237,16499.454263419404,14446.159754154562,13302.202821811958,12798.455815731022,11106.50010361296,10613.976210048562,9814.733308292152,9404.258379984172,8569.047274414334,7932.25997382278,7703.743920301242,7262.7857396981035,6909.446572980122
,,loss变化:,1.0,0.7530925833166617,0.6740454816886745,0.605432426142794,0.5510518209392612,0.4824755116752911,0.44426942676004133,0.4274451912088667,0.3709369418312889,0.35448753786485065,0.32779427581180787,0.31408515834144934,0.2861906235741175,0.2649230836943318,0.25729106233189913,0.24256385957112958,0.23076297281933023
,,mean:,161.84728163988214,121.88598743295816,107.9256649673638,96.93959674733817,88.23237574021071,77.2521911986875,71.13477444819229,68.44094019107499,59.39304868242225,56.75923106977841,52.48520485717729,50.29015176462124,45.82378221611943,42.418502533811655,41.19649155241306,38.83842641549788,36.94891215497392
bicycle,L,AP:,,0.466,0.574,0.695,0.686,0.661,0.691,0.798,0.835,0.739,0.793,0.75,0.809,0.882,0.846,0.784,0.753
,,loss:,32846.36209485452,24542.629630450523,23960.127748882824,21211.83111454502,19339.87330695769,18129.03653837774,16520.268828307977,15306.66486367626,15161.640963070018,13765.430266886866,13074.995958567184,12496.936978289945,12022.122239808607,11415.726392194047,10668.070449672396,9942.928236108142,9925.419270002083
,,loss变化:,1.0,0.7471947596380909,0.7294606227529912,0.6457893587511756,0.5887980303909314,0.5519343812268849,0.5029558153380987,0.4660079195215989,0.46159269995519936,0.41908538385878846,0.3980652688662718,0.3804663950973014,0.3660107687143809,0.34754918548445135,0.3247869708939116,0.30271018164491736,0.30217712516653183
,,mean:,183.49922958019286,137.10966273994705,128.81789112302593,114.04210276637107,103.97781347826714,97.46793837837494,88.81864961455902,82.29389711653903,81.5141987261829,74.00768960691863,70.29567719659777,67.1878332166126,64.63506580542261,61.37487307631208,57.355217471356966,53.45660341993625,53.36246919355958
motorbike,L,AP:,,0.038,0.444,0.564,0.692,0.799,0.688,0.688,0.732,0.779,0.707,0.782,0.768,0.681,0.658,0.786,0.782
,,loss:,29152.369731803155,22885.23242190576,21831.13329305711,19780.456967982296,17834.816361561014,16820.613896930565,14984.1679936501,14995.426100975006,13751.567095356371,12862.391001123544,12001.694767273051,11380.138035291853,10692.933567704245,10500.720647605007,9949.129874960097,9391.738641462349,8956.500865781896
,,loss变化:,1.0,0.7850213424310273,0.7488630767892911,0.6785196932516683,0.6117793004698517,0.5769895912983183,0.5139948529571317,0.5143810345069844,0.4717135252423199,0.44121253673218863,0.41168847945078235,0.3903675118004879,0.3667946608141094,0.3602012716019264,0.34128031328123243,0.32216038448554085,0.30723062818495317
,,mean:,176.6810286775949,138.69837831458037,125.46628329343167,113.68078717231205,102.4989446066725,96.67019480994577,86.11590800948333,86.18060977571842,79.03199480089869,73.92178736277899,68.97525728317845,65.40309215684974,61.45364119370256,60.34896923910924,57.17890732735688,53.97550943369166,51.47414290679251
bottle,L,AP:,,0.418,0.572,0.65,0.683,0.643,0.703,0.624,0.63,0.712,0.649,0.603,0.672,0.622,0.69,0.68,0.709
,,loss:,19417.301617639543,14889.66833144785,17208.845107611764,15034.648442820691,13479.762471981356,12250.38151880147,11155.084306373818,10544.103054091918,9463.741407392356,8764.0376043888,8186.083654616723,7930.004249452845,7452.702705970505,6711.620165633483,6875.529639568835,6277.7330031920865,6165.40032036796
,,loss变化:,1.0,0.7668247949509839,0.8862634698931844,0.7742913376368705,0.6942139921097861,0.6309003053067208,0.5744919930707593,0.5430261764339688,0.4873870527300802,0.45135198376004826,0.4215870884541506,0.40839888083362086,0.3838176309317942,0.345651537880853,0.3540929514800757,0.323306148650908,0.3175209636114956
,,mean:,141.73212859590907,108.68371044852445,100.63652109714482,87.92192071824965,78.82902030398454,71.63965800468696,65.2344111483849,61.661421368958585,55.343517002294476,51.251681897010535,47.871834237524695,46.374293856449384,43.58305676006143,39.24924073469873,40.20777566999318,36.71188890755606,36.05497263373076
tvmonitor,L,AP:,,0.566,0.63,0.664,0.693,0.715,0.75,0.77,0.791,0.777,0.774,0.739,0.814,0.788,0.829,0.781,0.773
,,loss:,31157.59086541184,22527.172461551207,21397.425638939603,18585.005496902933,16302.649669501672,15073.875396854257,13880.652094428162,12464.32118373993,10971.916993466752,10230.0551418813,9337.738153151082,8610.89668138383,8041.5003731583,7395.205560953848,7371.31899324637,6364.933317457967,6152.870537200368
,,loss变化:,1.0,0.7230075187410817,0.6867483988530374,0.5964840342497153,0.5232320348489878,0.48379463810174816,0.4454982464590074,0.4000412367432624,0.35214266214807766,0.3283326745662394,0.29969384325913795,0.27636593337974724,0.25809121147698233,0.23734843919409998,0.23658180201054313,0.2042819467317578,0.19747581139306547
,,mean:,204.98415043034106,148.20508198388953,132.9032648381342,115.43481675094989,101.25869359938928,93.62655525996433,86.21523040017492,77.41814399838466,68.14855275445187,63.54071516696459,57.99837362205641,53.48383031915423,49.94720728669752,45.9329537947444,45.78459002016379,39.53374731340352,38.216587187579925
train,L,AP:,,0.519,0.732,0.565,0.791,0.491,0.815,0.776,0.781,0.767,0.767,0.804,0.789,0.819,0.82,0.8,0.765
,,loss:,23534.315872886677,17226.320262978887,15324.033249567634,13455.709095446427,12223.327632284914,10872.25095941171,9808.186245892677,9114.163336970698,8440.834817586801,7512.925759865682,7027.8783083097305,6262.388148518426,5828.585509677945,5431.701142478076,4989.193574752989,4661.124396117895,4277.949089736418
,,loss变化:,1.0,0.7319660514468117,0.651135700410229,0.5717484701116138,0.5193831721434112,0.46197437895092464,0.4167610521958046,0.3872712249719954,0.3586607260299113,0.31923280882454474,0.2986225878104398,0.26609603535291937,0.24766326504493463,0.23079919432609508,0.2119965416331019,0.1980565069872231,0.18177494994298682
,,mean:,155.8563965091833,114.08159114555554,100.81600822083969,88.5244019437265,80.41662915976917,71.52796683823493,64.52754109139919,59.96160090112301,55.531808010439484,49.427143157011066,46.2360415020377,41.19992202972649,38.345957300512794,35.73487593735576,32.823641939164396,30.665292079722995,28.144401906160642
chair,M,AP:,,0.202,0.329,0.287,0.356,0.364,0.374,0.363,0.427,0.438,0.404,0.367,0.41,0.412,0.469,0.463,0.45
,,loss:,40827.29548631984,35754.61980570203,25202.218205657915,23526.47700306925,22338.330293963823,20609.98623916569,20230.701329973457,17756.228473534527,17283.060475428716,16308.819878368697,15104.494156058194,14428.734225470913,14547.629834103866,13252.147501712998,12836.585044164585,11758.911828389104,11850.758097206886
,,loss变化:,1.0,0.8757528359350295,0.6172884563000878,0.5762438271462864,0.5471420535668059,0.5048090007840846,0.49551901709365576,0.4349107199492108,0.42332121855144234,0.3994587367128777,0.3699606838057474,0.35340901359252674,0.3563211733919136,0.3245903835622286,0.3144118387284749,0.2880159385607408,0.29026556758278943
,,mean:,208.30252799142775,182.42152962092874,172.61793291546516,161.14025344567978,153.00226228742343,141.16428930935405,138.56644746557163,121.61800324338718,118.37712654403231,111.70424574225135,103.45543942505613,98.82694674980077,99.64130023358813,90.7681335733767,87.92181537099032,80.54049197526784,81.16957600826635
diningtable,L,AP:,,0.104,0.243,0.361,0.397,0.506,0.448,0.463,0.536,0.515,0.534,0.508,0.421,0.543,0.537,0.544,0.54
,,loss:,23008.890662524685,19265.555769735474,19575.287882997472,18321.049253181853,17349.307353540586,16466.157114921993,15565.6409698171,15223.828163377264,14515.853943443059,13906.923021324828,13314.628725135186,12952.490216660359,12448.85076013374,12163.766548145324,11664.785922165769,10750.548023176196,10937.97341652052
,,loss变化:,1.0,0.8373091972275699,0.8507706073322504,0.7962595642658222,0.7540262417691417,0.7156432422768191,0.6765054951201692,0.6616498112259188,0.6308802174059392,0.6044151899932959,0.5786732146465952,0.5629341460497481,0.5410452395434076,0.5286550632341801,0.5069686363091193,0.4672345216836532,0.47538030307282675
,,mean:,159.7839629341992,133.78858173427412,132.26545866890183,123.79087333230981,117.22504968608504,111.25781834406752,105.17324979606148,102.86370380660314,98.0800942124531,93.96569609003262,89.96370760226478,87.51682578824567,84.11385648739014,82.18761181179273,78.81612109571465,72.63883799443376,73.90522578730081
cow,L,AP:,,0.031,0.313,0.307,0.438,0.312,0.455,0.498,0.677,0.515,0.453,0.518,0.594,0.752,0.569,0.589,0.666
,,loss:,25921.613294046696,19939.314720394435,19362.97161051204,16798.64561419306,15472.641351553935,14493.066592821897,13568.076511527264,12896.591212669153,12044.891443062581,11414.022299364284,10798.477405147727,10108.00645841138,9872.33358477953,9520.59371186777,8553.65499407158,8893.708640411236,8046.681804601739
,,loss变化:,1.0,0.7692158082218521,0.7469817326130332,0.6480555598000196,0.596901171853662,0.5591112878823192,0.523427163179052,0.49752270687685385,0.46466596451498177,0.44032839198267393,0.41658199598355117,0.3899451142854925,0.3808533625122348,0.36728399594072814,0.3299815832078654,0.34310012033293535,0.31042364969042213
,,mean:,187.837777493092,144.4877878289452,130.83088926021648,113.50436225806122,104.54487399698606,97.92612562717498,91.67619264545449,87.13912981533211,81.38440164231474,77.12177229300191,72.96268516991708,68.29734093521203,66.70495665391574,64.32833589099845,57.79496617615932,60.09262594872457,54.36947165271445
bottle,M,AP:,,0.392,0.497,0.525,0.472,0.526,0.482,0.536,0.61,0.626,0.606,0.662,0.617,0.625,0.607,0.632,0.7
,,loss:,23728.493137657064,19196.461944305225,15067.345329691596,13026.1607496614,12141.246341767835,11535.770527169814,10391.806768077759,10172.90678598905,9465.897427133548,8627.16736565317,8193.10128476155,7883.55237749165,7391.3116493495945,7198.149492947304,6560.33170106121,6319.172453599564,6052.837139420462
,,loss变化:,1.0,0.8090046777492366,0.6349895563228899,0.5489670445608243,0.5116737194954746,0.4861568941713611,0.43794634188489556,0.4287211466388765,0.39892534988288786,0.3635783914133963,0.3452853595561497,0.3322399080192948,0.31149519720742824,0.3033546821194414,0.2764748550614864,0.26631157810737893,0.25508729544290465
,,mean:,149.23580589721425,120.73246505852343,108.39816783950788,93.71338668821151,87.34709598394126,82.99115487172529,74.76119977034358,73.1863797553169,68.09998149016941,62.06595227088611,58.94317471051475,56.716204154616186,53.174903952155354,51.78524815070003,47.1966309428864,45.46167232805441,43.545590931082465
boat,L,AP:,,0.171,0.207,0.191,0.332,0.308,0.348,0.416,0.478,0.516,0.603,0.534,0.469,0.445,0.54,0.503,0.558
,,loss:,22837.519530527938,17612.772210805284,16662.805502536376,15450.554911480667,14213.380550922117,12858.714085127684,11509.517456860898,11331.700807219666,9711.113897637368,9522.399379170149,8693.825791219504,7962.301390383515,7384.619219038062,7200.264787891544,6601.477678336644,6057.60698218981,5753.70634198696
,,loss变化:,1.0,0.7712208931999598,0.7296241380445216,0.6765426030978197,0.6223697162873776,0.5630521330453101,0.5039740608202046,0.4961878978175398,0.42522629853281946,0.4169629440903654,0.38068170142550184,0.34865000902308807,0.323354697482216,0.31528226076683274,0.2890628147909037,0.2652480263494612,0.25194094894131225
,,mean:,187.19278303711425,144.36698533446955,127.19698856897996,117.9431672632112,108.49908817497798,98.15812278723422,87.85891188443433,86.50153287953944,74.1306404399799,72.6900715967187,66.3650823757214,60.78092664414897,56.37113907662643,54.96385334268354,50.39295937661561,46.24127467320466,43.921422457915725
aeroplane,L,AP:,,0.335,0.542,0.447,0.669,0.719,0.74,0.769,0.712,0.785,0.737,0.83,0.768,0.811,0.772,0.771,0.781
,,loss:,17815.241406275294,12334.497825997878,11844.64978061901,10576.525281981898,9991.31323115225,8783.038966673063,7862.869565001316,7045.853288731879,6706.238538503513,6121.2853332855,5755.621859754179,5122.147680198164,4670.581454028416,4522.338065605912,4135.653880841547,3943.0565615846235,3973.6671716660358
,,loss变化:,1.0,0.6923564797529568,0.6648604703412446,0.5936784711913244,0.5608295168895595,0.4930070138471039,0.4413563299923444,0.3954958076655659,0.3764326503115072,0.34359822545706964,0.3230729086683497,0.2875149184559421,0.26216773309528296,0.25384657790901166,0.2321413326111198,0.2213305153527535,0.22304874130228391
,,mean:,144.8393610266284,100.28047013006405,91.11269062014622,81.35788678447614,76.85625562424808,67.56183820517741,60.48361203847166,54.19887145178368,51.58645029618087,47.08681025604231,44.27401430580138,39.40113600152434,35.927549646372434,34.78721588927624,31.812722160319595,30.33120431988172,30.5666705512772
bus,L,AP:,,0.387,0.16,0.391,0.367,0.458,0.499,0.732,0.706,0.636,0.811,0.78,0.763,0.792,0.795,0.736,0.733
,,loss:,20204.570206820907,15454.862245640115,14735.325893449564,13074.185076518168,11904.390542308378,10509.550711393733,9606.63831348401,8852.675012997759,8047.931589608606,7946.252831540305,7162.275097657501,6295.98626857369,5807.681450014751,5694.846582629784,5125.536590059739,4846.4385828747945,4775.119590862639
,,loss变化:,1.0,0.7649191290603486,0.7293065748300369,0.6470904821377702,0.5891929608227721,0.5201571032600233,0.47546858038291173,0.43815210728952625,0.3983223353541907,0.3932898720536857,0.3544878720181621,0.3116119869972891,0.28744394909494897,0.28185932807950786,0.25368204013215767,0.23986843240242117,0.23633858785328654
,,mean:,172.68863424633253,132.09283970632578,120.78135978237347,107.16545144687024,97.57697165826539,86.14385829011256,78.74293699577058,72.56290994260458,65.96665237384103,65.13321993065824,58.70717293161886,51.606444824374506,47.60394631159632,46.679070349424464,42.01259500048966,39.724906417006515,39.14032451526753
sheep,L,AP:,,0.105,0.174,0.434,0.206,0.155,0.552,0.35,0.583,0.699,0.73,0.738,0.36,0.538,0.589,0.557,0.511
,,loss:,18890.78940704154,13639.452867886153,14314.874773080965,12902.421814191497,12267.611455160339,11297.456404862685,10934.495684235184,9680.664698189516,9091.572861961733,8125.359168324844,8441.717286690115,7310.224947759338,6565.827706949662,6729.066502224103,6234.014211601185,5968.280039696103,5365.622813824968
,,loss变化:,1.0,0.7220160351161423,0.7577700679753011,0.6830006695952113,0.6493964434640084,0.5980404609587973,0.5788268265888006,0.5124542172166214,0.48127013996423307,0.43012279652517427,0.4468694825184736,0.3869729734552254,0.3475676725559309,0.35620885698486715,0.3300028430404003,0.31593597869824475,0.28403380601050654
,,mean:,205.33466746784282,148.2549224770234,144.5946946775855,130.32749307264137,123.91526722384181,114.11572126123924,110.44945135591095,97.7844919009042,91.83406931274477,82.07433503358429,85.26987158272843,73.8406560379731,66.32149198939052,67.97036870933437,62.969840521224086,60.2856569666273,54.198210240656245
pottedplant,M,AP:,,0.251,0.213,0.337,0.308,0.334,0.315,0.386,0.376,0.415,0.382,0.323,0.457,0.308,0.386,0.45,0.357
,,loss:,22508.041906321818,18805.432601076485,12601.331767683703,11101.092445199347,10115.533677586569,8855.976857441328,8452.602216960844,7757.778983264318,7058.263187101049,6123.978383283653,6156.575426836936,5673.990603671004,5345.90814102321,4954.232597367192,4423.188623110597,4358.852649558439,4613.083476906116
,,loss变化:,1.0,0.8354983822824062,0.559859085927167,0.49320560586309337,0.449418644220021,0.39345834232492505,0.37553698594220086,0.34466698682862307,0.3135885038990708,0.2720795708827791,0.2735278107469553,0.252087259624186,0.23751102664873347,0.220109444348231,0.1965159226875377,0.19365756771290588,0.20495267851844723
,,mean:,222.85190006259225,186.1924019908563,172.62098311895483,152.06975952327872,138.56895448748725,121.31475147179901,115.78907146521705,106.27094497622355,96.6885368096034,83.89011483950209,84.33664968269775,77.7258986804247,73.23161837018097,67.86619996393414,60.59162497411777,59.71031026792382,63.19292434117967
boat,M,AP:,,0.212,0.229,0.232,0.318,0.273,0.333,0.359,0.347,0.411,0.406,0.414,0.399,0.38,0.353,0.443,0.444
,,loss:,15582.383403162727,12946.374687154299,11302.61654215664,10128.992146824896,9606.44205526265,8642.263422232369,7874.992707236467,7555.289677824905,6875.338263777888,6484.082990707505,6053.68794794702,5235.219097747811,5366.700838764155,4717.466309619795,4781.9562000560445,4679.979942851546,4826.82080615954
,,loss变化:,1.0,0.8308340484374552,0.7253458119803784,0.6500284253543032,0.6164937549484791,0.5546175574449198,0.5053779324694382,0.48486097937311834,0.44122507359063023,0.4161162527544692,0.3884956358292605,0.33597036873609654,0.344408214065307,0.302743565445983,0.30688220642071096,0.30033787654728483,0.30976139408685377
,,mean:,194.77979253953407,161.82968358942873,152.73806138049514,136.87827225439048,129.81678453057637,116.78734354368066,106.41882036806037,102.09850915979601,92.90997653753902,87.62274311766899,81.80659389117595,70.74620402361907,72.52298430762372,63.74954472459182,64.6210297304871,63.24297220069657,65.22730819134513
sheep,M,AP:,,0.115,0.336,0.349,0.309,0.336,0.561,0.398,0.509,0.47,0.528,0.516,0.406,0.448,0.405,0.37,0.26
,,loss:,12426.864296309117,9401.765235765017,9649.863535396003,8647.214410133365,7724.2821332462,7286.515213113361,7281.467824624465,6381.698545475721,6152.11685575352,5953.288182600077,5443.765955481656,5054.260680460838,4718.5224875594095,4405.320819655951,4211.2835274191475,4050.9689723189667,4022.631080612665
,,loss变化:,1.0,0.7565677882679881,0.7765324626794302,0.6958484621660881,0.6215793420662343,0.5863518776235062,0.5859457101166802,0.5135405355131415,0.4950659079443517,0.4790660009354293,0.4380643278689782,0.40672051773849305,0.37970338896843436,0.35449979291753975,0.3388854522753527,0.32598480805187025,0.32370443457787024
